x,u
0.000000, 0.000000
0.031416, 0.000000
0.062832, 0.000000
0.094248, 0.000000
0.125664, 0.000000
0.157080, 0.000000
0.188496, 0.000000
0.219911, 0.000000
0.251327, 0.000000
0.282743, 0.000000
0.314159, 0.000000
0.345575, 0.000000
0.376991, 0.000000
0.408407, 0.000000
0.439823, 0.000000
0.471239, 0.000000
0.502655, 0.000000
0.534071, 0.000000
0.565487, 0.000000
0.596903, 0.000000
0.628319, 0.000000
0.659734, 0.000000
0.691150, 0.000000
0.722566, 0.000000
0.753982, 0.000000
0.785398, 0.000000
0.816814, 0.000000
0.848230, 0.000000
0.879646, 0.000000
0.911062, 0.000000
0.942478, 0.000000
0.973894, 0.000000
1.005310, 0.000002
1.036726, 0.000002
1.068142, 0.000013
1.099557, 0.000013
1.130973, 0.000085
1.162389, 0.000085
1.193805, 0.000495
1.225221, 0.000495
1.256637, 0.002505
1.288053, 0.002505
1.319469, 0.010861
1.350885, 0.010861
1.382301, 0.039727
1.413717, 0.039727
1.445133, 0.120381
1.476549, 0.120381
1.507964, 0.295514
1.539380, 0.295514
1.570796, 0.572800
1.602212, 0.572800
1.633628, 0.857520
1.665044, 0.857520
1.696460, 0.999505
1.727876, 0.999505
1.759292, 0.997495
1.790708, 0.997495
1.822124, 0.989139
1.853540, 0.989139
1.884956, 0.960273
1.916372, 0.960273
1.947787, 0.879619
1.979203, 0.879619
2.010619, 0.704484
2.042035, 0.704484
2.073451, 0.427187
2.104867, 0.427187
2.136283, 0.142396
2.167699, 0.142396
2.199115, 0.000000
2.230531, 0.000000
2.261947, 0.000000
2.293363, 0.000000
2.324779, 0.000000
2.356194, 0.000000
2.387610, 0.000000
2.419026, 0.000000
2.450442, 0.000000
2.481858, 0.000000
2.513274, 0.000000
2.544690, 0.000000
2.576106, 0.000000
2.607522, 0.000000
2.638938, 0.000000
2.670354, 0.000000
2.701770, 0.000000
2.733186, 0.000000
2.764602, 0.000000
2.796017, 0.000000
2.827433, 0.000000
2.858849, 0.000000
2.890265, 0.000000
2.921681, 0.000000
2.953097, 0.000000
2.984513, 0.000000
3.015929, 0.000000
3.047345, 0.000000
3.078761, 0.000000
3.110177, 0.000000
